system:index,City,Month,PBLTOP,PS,QV2M,T2M,U10M,V10M,.geo
13_0000000000000000000f,Jaipur,2016-02,83976.8203125,96877.5078125,0.0029651494696736336,292.04290771484375,-0.5254064798355103,-0.8127174377441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000010,Jorapokhar,2016-02,85998.6015625,99382.4765625,0.007706800475716591,296.3425598144531,1.2157851457595825,-0.36438125371932983,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000011,Kochi,2016-02,88732.1484375,100159.6328125,0.014822421595454216,302.3544616699219,0.05104463919997215,-0.02263900637626648,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000012,Kolkata,2016-02,88459.71875,101307.9453125,0.009722267277538776,298.1493225097656,1.1956682205200195,0.04892941191792488,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000013,Lucknow,2016-02,88186.703125,100092.0,0.0036472054198384285,294.52423095703125,1.318555474281311,-0.7874128222465515,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000014,Mumbai,2016-02,90844.5078125,99854.8046875,0.00880367960780859,298.549072265625,0.6042484045028687,-0.6653319001197815,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000015,Patna,2016-02,88223.9453125,100729.0703125,0.005192727316170931,295.8295593261719,1.4146023988723755,-0.36209332942962646,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000016,Shillong,2016-02,80018.3046875,87949.1484375,0.007879260927438736,287.2789306640625,1.6514185667037964,1.0625818967819214,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000017,Talcher,2016-02,81878.7578125,98999.6328125,0.010555609129369259,299.0505065917969,-0.07319150120019913,0.8718528151512146,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000018,Thiruvananthapuram,2016-02,89824.8203125,98314.75,0.015061267651617527,298.7667541503906,-2.495535373687744,-1.4451361894607544,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000019,Visakhapatnam,2016-02,93255.09375,101116.6328125,0.015046447515487671,299.4667053222656,0.2470739185810089,2.730954647064209,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000000,Ahmedabad,2016-03,83055.4609375,100003.2109375,0.005533100571483374,302.0700988769531,1.5780189037322998,-1.1114692687988281,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000001,Aizawl,2016-03,81020.078125,92759.1875,0.010479848831892014,295.8389587402344,0.8933653235435486,0.36980921030044556,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000002,Amaravati,2016-03,89076.171875,100591.859375,0.013921803794801235,303.4727783203125,-0.8445451259613037,3.380218982696533,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000003,Amritsar,2016-03,83472.7578125,98380.4140625,0.007454738952219486,295.4937438964844,1.1675031185150146,-0.8324481248855591,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000004,Bengaluru,2016-03,75749.96875,91866.796875,0.010102669708430767,300.54840087890625,-1.8463537693023682,1.441591501235962,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000005,Bhopal,2016-03,76369.078125,95778.3125,0.005448054056614637,300.4914245605469,0.34853923320770264,-0.6286662817001343,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000006,Brajrajnagar,2016-03,81237.2734375,97726.84375,0.008247347548604012,301.8984069824219,-0.13354629278182983,-0.8151536583900452,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000007,Chandigarh,2016-03,77625.828125,91312.3046875,0.006743304431438446,292.56689453125,0.47569698095321655,-0.5461044311523438,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000008,Chennai,2016-03,94312.1328125,101166.125,0.01794583909213543,301.20135498046875,-1.8430687189102173,3.7994086742401123,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000009,Coimbatore,2016-03,83147.171875,96428.609375,0.011422627605497837,303.4626159667969,-1.6638935804367065,0.8152778148651123,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000a,Delhi,2016-03,84671.3046875,98593.4140625,0.0056699709966778755,297.73297119140625,1.7686041593551636,-0.8759999871253967,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000b,Ernakulam,2016-03,88458.4296875,100064.046875,0.016737278550863266,303.697265625,1.8347288370132446,0.06426098942756653,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000c,Gurugram,2016-03,84671.3046875,98593.4140625,0.0056699709966778755,297.73297119140625,1.7686041593551636,-0.8759999871253967,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000d,Guwahati,2016-03,85307.9609375,99396.6328125,0.011271152645349503,297.8140563964844,1.9295120239257812,-0.6590337753295898,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000e,Hyderabad,2016-03,75476.4921875,95540.015625,0.009318576194345951,303.0064697265625,-0.9174150228500366,1.9026128053665161,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0000000000000000000f,Jaipur,2016-03,77515.46875,96566.09375,0.004923093132674694,298.5859680175781,0.17788779735565186,-0.7616286277770996,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000010,Jorapokhar,2016-03,81109.140625,99046.375,0.00814997311681509,301.31488037109375,1.359133243560791,-0.400116890668869,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000011,Kochi,2016-03,88458.4296875,100064.046875,0.016737278550863266,303.697265625,1.8347288370132446,0.06426098942756653,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000012,Kolkata,2016-03,86918.9296875,100977.984375,0.012610595673322678,301.44403076171875,1.7096682786941528,1.5291520357131958,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000013,Lucknow,2016-03,83397.9453125,99734.640625,0.0053329444490373135,300.338134765625,2.01731276512146,-0.9647613167762756,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000014,Mumbai,2016-03,86630.8046875,99691.4453125,0.00979637447744608,302.3949279785156,1.1067472696304321,-1.293664813041687,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000015,Patna,2016-03,82200.8046875,100360.3515625,0.005550588481128216,301.8161315917969,2.301931142807007,-0.7076733112335205,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000016,Shillong,2016-03,77256.359375,87828.9453125,0.00952799804508686,290.559326171875,2.126612424850464,1.5498515367507935,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000017,Talcher,2016-03,80812.4453125,98725.0078125,0.010519108735024929,302.5429382324219,0.2283715158700943,0.6530184149742126,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000018,Thiruvananthapuram,2016-03,86657.9375,98187.5,0.015403954312205315,302.39886474609375,-1.0370055437088013,0.0978972315788269,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00000000000000000019,Visakhapatnam,2016-03,93450.21875,100872.484375,0.01620614342391491,301.3905944824219,1.6696696281433105,3.7984931468963623,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000000,Ahmedabad,2016-04,84407.46875,99668.9453125,0.00755823589861393,304.8731994628906,3.3341243267059326,-0.43773210048675537,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000001,Aizawl,2016-04,82651.84375,92397.015625,0.01529390923678875,297.07098388671875,0.834206223487854,0.9609279632568359,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000002,Amaravati,2016-04,89907.34375,100224.109375,0.01537034660577774,306.212158203125,-0.18740837275981903,4.315234661102295,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000003,Amritsar,2016-04,78175.4296875,97777.2265625,0.006935201585292816,302.1198425292969,2.6459851264953613,-1.7638856172561646,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000004,Bengaluru,2016-04,74063.140625,91635.0859375,0.010830326937139034,304.1175842285156,-1.4697957038879395,1.7350709438323975,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000005,Bhopal,2016-04,76135.3828125,95376.0703125,0.0058573270216584206,305.58587646484375,3.5110604763031006,-1.229406714439392,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000006,Brajrajnagar,2016-04,74984.75,97181.4453125,0.007852094247937202,308.2713623046875,2.240388870239258,-0.04082930460572243,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000007,Chandigarh,2016-04,72241.046875,90860.2109375,0.0072122677229344845,298.6536560058594,1.9061923027038574,-1.3568257093429565,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000008,Chennai,2016-04,94291.8125,100842.203125,0.020587129518389702,303.1264343261719,-0.6235535740852356,6.0663743019104,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000009,Coimbatore,2016-04,81909.75,96160.625,0.013210729695856571,306.0198974609375,-0.4801178276538849,1.2560395002365112,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000a,Delhi,2016-04,78248.265625,97962.8359375,0.005376179702579975,304.873779296875,3.316896915435791,-1.6892311573028564,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000b,Ernakulam,2016-04,89439.4453125,99878.3203125,0.018642857670783997,303.78070068359375,2.7533655166625977,-0.15733222663402557,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000c,Gurugram,2016-04,78248.265625,97962.8359375,0.005376179702579975,304.873779296875,3.316896915435791,-1.6892311573028564,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000d,Guwahati,2016-04,88309.3125,98839.4453125,0.01654597744345665,300.27716064453125,2.3179690837860107,-0.40629515051841736,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000e,Hyderabad,2016-04,75510.5234375,95229.59375,0.009376964531838894,306.58477783203125,-0.4679502844810486,2.4250264167785645,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0000000000000000000f,Jaipur,2016-04,72911.0,96078.8984375,0.005077935289591551,304.2359313964844,2.3429670333862305,-1.2665168046951294,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000010,Jorapokhar,2016-04,74734.828125,98418.6328125,0.0083435894921422,307.3460388183594,1.6817362308502197,-0.08864264190196991,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000011,Kochi,2016-04,89439.4453125,99878.3203125,0.018642857670783997,303.78070068359375,2.7533655166625977,-0.15733222663402557,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000012,Kolkata,2016-04,85345.4140625,100369.3984375,0.015070328488945961,306.6666259765625,1.2535393238067627,3.5967166423797607,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000013,Lucknow,2016-04,76496.1171875,99043.8671875,0.004781150724738836,307.1338195800781,3.482848882675171,-1.4816950559616089,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000014,Mumbai,2016-04,89590.8046875,99459.1875,0.012731222435832024,303.8904113769531,2.2358040809631348,-1.2968456745147705,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000015,Patna,2016-04,76525.734375,99657.046875,0.00557639030739665,308.223876953125,3.2627151012420654,-0.75874263048172,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000016,Shillong,2016-04,79276.5703125,87475.8515625,0.014977543614804745,293.570556640625,1.8330602645874023,3.7516024112701416,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000017,Talcher,2016-04,78234.484375,98176.3828125,0.01055893488228321,308.4078063964844,1.5374128818511963,0.9244462847709656,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000018,Thiruvananthapuram,2016-04,86414.4453125,97981.015625,0.016743341460824013,303.7080078125,1.8188389539718628,0.9163356423377991,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00000000000000000019,Visakhapatnam,2016-04,94821.1953125,100432.3125,0.018651213496923447,303.4569091796875,3.6771488189697266,5.730338096618652,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000000,Ahmedabad,2016-05,82127.453125,99306.140625,0.01157201174646616,308.62353515625,4.729676723480225,0.8600237369537354,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000001,Aizawl,2016-05,85524.4453125,92270.1953125,0.016715925186872482,297.06591796875,0.4725888967514038,0.5489110946655273,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000002,Amaravati,2016-05,86788.0703125,99917.828125,0.016832217574119568,306.4066162109375,0.9210396409034729,1.7711344957351685,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000003,Amritsar,2016-05,72187.46875,97266.7890625,0.008556374348700047,308.0864562988281,1.9156471490859985,-0.3396546244621277,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000004,Bengaluru,2016-05,80112.703125,91541.7109375,0.014312648214399815,300.60955810546875,1.554532766342163,0.22024798393249512,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000005,Bhopal,2016-05,73116.53125,95054.828125,0.009601707570254803,308.3517761230469,3.889392137527466,-0.8784792423248291,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000006,Brajrajnagar,2016-05,77846.3046875,96980.1328125,0.012394473887979984,308.24365234375,0.8981245756149292,0.9177141785621643,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000007,Chandigarh,2016-05,70080.3515625,90558.3046875,0.009306872263550758,302.75384521484375,1.6651813983917236,0.03609851002693176,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000008,Chennai,2016-05,93217.546875,100565.90625,0.020848043262958527,303.78564453125,1.550066590309143,3.2404284477233887,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000009,Coimbatore,2016-05,84600.1875,96063.9140625,0.01566803827881813,302.8902893066406,1.3544708490371704,0.4142395555973053,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000a,Delhi,2016-05,76709.21875,97599.2890625,0.008803029544651508,308.4490661621094,1.4983965158462524,0.35409000515937805,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000b,Ernakulam,2016-05,91289.7578125,99805.4765625,0.019751625135540962,302.1486511230469,3.087843894958496,0.012651690281927586,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000c,Gurugram,2016-05,76709.21875,97599.2890625,0.008803029544651508,308.4490661621094,1.4983965158462524,0.35409000515937805,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000d,Guwahati,2016-05,90577.9140625,98850.0,0.01865265890955925,300.9462585449219,0.7535416483879089,-0.4858032763004303,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000e,Hyderabad,2016-05,78672.734375,95017.828125,0.013349814340472221,305.7240905761719,1.5010987520217896,0.520289421081543,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000f,Jaipur,2016-05,73159.1875,95689.9140625,0.008572673425078392,308.6346435546875,3.3459033966064453,-0.487395703792572,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000010,Jorapokhar,2016-05,79657.0703125,98308.21875,0.014730837196111679,305.92230224609375,-0.34222596883773804,1.5276975631713867,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000011,Kochi,2016-05,91289.7578125,99805.4765625,0.019751625135540962,302.1486511230469,3.087843894958496,0.012651690281927586,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000012,Kolkata,2016-05,90061.9140625,100274.9609375,0.01833474077284336,304.39483642578125,0.014922676607966423,2.313507556915283,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000013,Lucknow,2016-05,74628.3125,98806.2890625,0.010279389098286629,308.4709777832031,-0.3796238899230957,0.020060403272509575,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000014,Mumbai,2016-05,88797.6953125,99271.5703125,0.016633247956633568,304.7259826660156,3.484604835510254,0.45600104331970215,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000015,Patna,2016-05,76728.4609375,99528.6640625,0.011693187989294529,308.0353088378906,-0.7293633222579956,0.04841954633593559,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000016,Shillong,2016-05,79386.0078125,87418.3515625,0.015441770665347576,294.21368408203125,0.8777862191200256,2.0612685680389404,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000017,Talcher,2016-05,82347.03125,98011.8828125,0.014956378377974033,306.7399597167969,-0.12586329877376556,1.7406108379364014,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000018,Thiruvananthapuram,2016-05,89871.84375,97915.859375,0.017941247671842575,301.2272033691406,3.7001662254333496,0.25719574093818665,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000019,Visakhapatnam,2016-05,93057.15625,100138.25,0.02033117227256298,303.9871520996094,1.7507137060165405,3.92502760887146,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000000,Ahmedabad,2016-06,85168.4921875,99091.5546875,0.014835545793175697,307.5800476074219,3.7500648498535156,1.9014168977737427,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000001,Aizawl,2016-06,86129.3984375,92124.9921875,0.018370231613516808,297.8275146484375,0.5471734404563904,0.38525715470314026,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002,Amaravati,2016-06,92330.109375,99819.8828125,0.019032368436455727,301.90216064453125,2.807121992111206,0.8613870143890381,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000003,Amritsar,2016-06,76558.0859375,97085.9296875,0.012884593568742275,309.6748962402344,1.2214828729629517,0.694454550743103,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004,Bengaluru,2016-06,84624.640625,91471.4140625,0.01500379852950573,296.89068603515625,5.199351787567139,-0.08282694965600967,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000005,Bhopal,2016-06,78513.8125,94864.4296875,0.015192768536508083,306.3321838378906,2.7633814811706543,-0.565792441368103,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000006,Brajrajnagar,2016-06,83896.8984375,96833.28125,0.01726573333144188,305.5679931640625,-0.5479534864425659,1.6677323579788208,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007,Chandigarh,2016-06,72577.296875,90421.0625,0.013424841687083244,303.9822082519531,1.653294324874878,0.4723958373069763,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000008,Chennai,2016-06,93238.3046875,100471.1640625,0.019685406237840652,303.0067138671875,3.9711976051330566,1.3694961071014404,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000009,Coimbatore,2016-06,88172.546875,96019.8046875,0.01531435176730156,300.32061767578125,3.9007632732391357,-0.005870739929378033,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000a,Delhi,2016-06,79034.6484375,97432.5703125,0.013470024801790714,309.4167785644531,0.9266209602355957,0.8110241293907166,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000b,Ernakulam,2016-06,93167.21875,99834.921875,0.019311778247356415,299.7122802734375,3.7292063236236572,-0.32154762744903564,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c,Gurugram,2016-06,79034.6484375,97432.5703125,0.013470024801790714,309.4167785644531,0.9266209602355957,0.8110241293907166,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000d,Guwahati,2016-06,92333.78125,98651.0859375,0.021320205181837082,302.21612548828125,1.4758745431900024,-0.34492579102516174,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000e,Hyderabad,2016-06,85451.59375,94878.375,0.016272788867354393,301.44171142578125,4.106812000274658,-0.02849922515451908,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000f,Jaipur,2016-06,75524.1875,95514.6328125,0.012861853465437889,308.9682922363281,2.15763521194458,-0.11579534411430359,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010,Jorapokhar,2016-06,86362.9765625,98172.4765625,0.018370533362030983,304.4322814941406,-0.8143823146820068,2.7872862815856934,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011,Kochi,2016-06,93167.21875,99834.921875,0.019311778247356415,299.7122802734375,3.7292063236236572,-0.32154762744903564,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012,Kolkata,2016-06,93791.796875,100145.9921875,0.021237416192889214,302.3104553222656,-0.40514206886291504,2.7358827590942383,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013,Lucknow,2016-06,79753.9375,98661.90625,0.015748988837003708,308.0630187988281,-1.5396088361740112,0.6146364808082581,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000014,Mumbai,2016-06,89701.703125,99079.3515625,0.01907295174896717,302.5064392089844,4.119043827056885,1.4004275798797607,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000015,Patna,2016-06,81061.8046875,99341.8984375,0.015882089734077454,308.5021057128906,-1.2655075788497925,1.1369738578796387,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000016,Shillong,2016-06,80155.28125,87283.9765625,0.017635086551308632,295.4753112792969,1.0275914669036865,2.4835259914398193,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017,Talcher,2016-06,89254.9140625,97873.5078125,0.018817616626620293,303.3104248046875,-1.1189571619033813,1.8870824575424194,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018,Thiruvananthapuram,2016-06,91657.75,97940.015625,0.017989322543144226,298.8746643066406,5.7498064041137695,-0.24218052625656128,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000019,Visakhapatnam,2016-06,93557.0625,99942.28125,0.021178457885980606,302.3924865722656,1.7286152839660645,3.317568063735962,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000,Ahmedabad,2016-07,88263.109375,99038.9609375,0.018396619707345963,303.39630126953125,3.393158197402954,2.146282911300659,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000001,Aizawl,2016-07,86120.5703125,92073.34375,0.018509449437260628,297.63458251953125,0.3665729761123657,0.43779700994491577,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000002,Amaravati,2016-07,92294.9140625,99858.34375,0.018883947283029556,301.3492126464844,3.0899715423583984,0.6505812406539917,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000003,Amritsar,2016-07,82367.1875,96998.2109375,0.018839821219444275,306.0323486328125,0.4047339856624603,1.250604271888733,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000004,Bengaluru,2016-07,84347.796875,91473.4765625,0.01507257204502821,296.6146545410156,5.199225425720215,0.10914929211139679,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000005,Bhopal,2016-07,88205.21875,94822.109375,0.020015260204672813,299.3752746582031,3.6041159629821777,-0.19449631869792938,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000006,Brajrajnagar,2016-07,89201.875,96765.2109375,0.019430987536907196,301.05828857421875,1.8573520183563232,2.083184242248535,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000007,Chandigarh,2016-07,78297.2734375,90285.8828125,0.017716096714138985,300.5894775390625,1.424860954284668,0.7773443460464478,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000008,Chennai,2016-07,92760.6171875,100507.5703125,0.01939321868121624,302.43475341796875,3.5002543926239014,2.486159086227417,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000009,Coimbatore,2016-07,87569.96875,96036.5859375,0.015236501581966877,300.0819396972656,3.8137142658233643,0.0440458282828331,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000a,Delhi,2016-07,86860.203125,97378.328125,0.019448306411504745,304.18389892578125,0.8876433372497559,0.943811297416687,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000b,Ernakulam,2016-07,94929.4765625,99863.5625,0.01884295977652073,298.73193359375,3.497345447540283,-0.5486741662025452,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000c,Gurugram,2016-07,86860.203125,97378.328125,0.019448306411504745,304.18389892578125,0.8876433372497559,0.943811297416687,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000d,Guwahati,2016-07,93011.3984375,98621.21875,0.021647613495588303,301.7916259765625,0.652423620223999,-0.4250028431415558,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000e,Hyderabad,2016-07,87344.4140625,94898.734375,0.016908472403883934,299.3510437011719,5.082192420959473,0.2715701460838318,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000f,Jaipur,2016-07,84711.7890625,95457.0546875,0.018898487091064453,303.33721923828125,2.0301437377929688,-0.08366993814706802,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000010,Jorapokhar,2016-07,91015.015625,98053.2265625,0.02055688574910164,301.36956787109375,-0.6471452713012695,2.4959025382995605,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000011,Kochi,2016-07,94929.4765625,99863.5625,0.01884295977652073,298.73193359375,3.497345447540283,-0.5486741662025452,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000012,Kolkata,2016-07,94351.21875,100039.875,0.02137051336467266,301.39892578125,-0.054066237062215805,3.4294495582580566,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000013,Lucknow,2016-07,90155.625,98600.390625,0.02157851867377758,302.7015380859375,-1.252894401550293,0.731066882610321,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000014,Mumbai,2016-07,92838.1875,99050.5625,0.019735096022486687,299.2898254394531,4.36421537399292,1.893251895904541,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000015,Patna,2016-07,90720.0,99272.0703125,0.020745806396007538,303.63134765625,-1.5921045541763306,1.5261030197143555,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000016,Shillong,2016-07,80481.6484375,87234.0,0.017840402200818062,295.1195068359375,0.8443436026573181,3.3465964794158936,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000017,Talcher,2016-07,90468.765625,97806.46875,0.01973097398877144,300.812744140625,1.2525056600570679,1.90140962600708,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000018,Thiruvananthapuram,2016-07,91463.7578125,97940.4140625,0.017247216776013374,298.7374572753906,5.673787593841553,-0.9077187776565552,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000019,Visakhapatnam,2016-07,94636.8046875,99971.65625,0.020818911492824554,301.3991394042969,3.5861456394195557,3.66546630859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000000,Ahmedabad,2016-08,89385.328125,99087.4765625,0.019469449296593666,301.15557861328125,2.954807996749878,1.3740123510360718,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000001,Aizawl,2016-08,85839.5390625,91994.796875,0.019048083573579788,298.18731689453125,0.11361093074083328,0.12981225550174713,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000002,Amaravati,2016-08,89886.21875,99854.046875,0.018333494663238525,301.818359375,3.3959338665008545,-0.5256434679031372,"{""type"":""MultiPoint"",""coordinates"":[]}"
