system:index,AOD_550,City,Month,.geo
16_0000000000000000000e,621.0245037733439,Hyderabad,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0000000000000000000f,675.821974808742,Jaipur,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000010,916.2941539555065,Jorapokhar,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000011,556.3696570238877,Kochi,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000012,782.326021493671,Kolkata,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000013,874.0357436837553,Lucknow,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000014,512.8766392954883,Mumbai,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000015,750.2509934759065,Patna,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000016,417.39626342617873,Shillong,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000017,713.6195939857306,Talcher,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000018,517.4515926480374,Thiruvananthapuram,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00000000000000000019,574.0688413231662,Visakhapatnam,2016-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000000,578.2842528666458,Ahmedabad,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000001,134.93211239432367,Aizawl,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000002,531.0708461436743,Amaravati,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000003,997.8731231626938,Amritsar,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000004,,Bengaluru,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000005,583.1986078886312,Bhopal,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000006,840.4952957478657,Brajrajnagar,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000007,824.9717155860804,Chandigarh,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000008,433.5686820107637,Chennai,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000009,338.32460561056126,Coimbatore,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000a,746.1271478627281,Delhi,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000b,,Ernakulam,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000c,725.198817887445,Gurugram,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000d,389.85967766504854,Guwahati,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000e,728.7771535047116,Hyderabad,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0000000000000000000f,812.0572531593918,Jaipur,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000010,684.923867378222,Jorapokhar,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000011,294.3333333333333,Kochi,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000012,322.5544558390968,Kolkata,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000013,1159.7900270777113,Lucknow,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000014,591.8255238679343,Mumbai,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000015,1047.0253720238095,Patna,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000016,360.5,Shillong,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000017,1102.5910830944078,Talcher,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000018,341.80242838171125,Thiruvananthapuram,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00000000000000000019,655.067565880159,Visakhapatnam,2016-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000000,,Ahmedabad,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000001,238.31463056597616,Aizawl,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000002,539.9597205901553,Amaravati,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000003,1452.3067127386237,Amritsar,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000004,444.0,Bengaluru,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000005,,Bhopal,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000006,,Brajrajnagar,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000007,895.6471014043975,Chandigarh,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000008,468.0500011122696,Chennai,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000009,863.9231082097899,Coimbatore,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000a,499.9962802231867,Delhi,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000b,388.02622950819676,Ernakulam,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000c,645.9196937321935,Gurugram,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000d,148.75737589019366,Guwahati,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000e,846.7596982758622,Hyderabad,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0000000000000000000f,713.2287758537758,Jaipur,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000010,,Jorapokhar,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000011,245.66380902136643,Kochi,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000012,392.84640805728236,Kolkata,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000013,396.0,Lucknow,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000014,,Mumbai,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000015,,Patna,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000016,248.56634267631105,Shillong,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000017,763.7040530206475,Talcher,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000018,376.050352812881,Thiruvananthapuram,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00000000000000000019,528.5304583835947,Visakhapatnam,2016-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000000,,Ahmedabad,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000001,67.41934075221862,Aizawl,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000002,486.52764904924777,Amaravati,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000003,585.1239480315973,Amritsar,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000004,,Bengaluru,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000005,,Bhopal,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000006,364.2423668783586,Brajrajnagar,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000007,473.5896239112975,Chandigarh,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000008,394.46174873999576,Chennai,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000009,381.93987205239574,Coimbatore,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000a,455.11247580382667,Delhi,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000b,368.36849444521266,Ernakulam,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000c,578.2061661841537,Gurugram,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000d,224.89316527857738,Guwahati,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000e,435.0138578453286,Hyderabad,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0000000000000000000f,,Jaipur,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000010,653.8668700699507,Jorapokhar,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000011,315.5079312942672,Kochi,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000012,378.76629361421976,Kolkata,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000013,274.84092465349113,Lucknow,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000014,,Mumbai,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000015,466.0475852013851,Patna,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000016,318.0083275503123,Shillong,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000017,545.4652519991873,Talcher,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000018,361.8876842449091,Thiruvananthapuram,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00000000000000000019,613.9384267652837,Visakhapatnam,2016-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000000,593.6721485818612,Ahmedabad,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000001,193.39363872403553,Aizawl,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000002,425.0865966895438,Amaravati,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000003,791.9331881023131,Amritsar,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000004,386.8309304541124,Bengaluru,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000005,417.84313725490193,Bhopal,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000006,454.60834670947037,Brajrajnagar,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000007,732.9446847969823,Chandigarh,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000008,383.9036399733382,Chennai,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000009,434.19133864765394,Coimbatore,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000a,656.5316193814822,Delhi,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000b,362.85654362736676,Ernakulam,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000c,598.1413258162648,Gurugram,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000d,281.0087997928395,Guwahati,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000e,1023.2078651685393,Hyderabad,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0000000000000000000f,517.0245883040427,Jaipur,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000010,434.20279901821954,Jorapokhar,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000011,357.6757303155729,Kochi,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000012,400.24173870091363,Kolkata,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000013,366.7612170410923,Lucknow,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000014,679.0817491532831,Mumbai,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000015,449.0,Patna,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000016,340.6805402425578,Shillong,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000017,957.4686488631263,Talcher,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000018,422.85776289934023,Thiruvananthapuram,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00000000000000000019,671.0419035244438,Visakhapatnam,2016-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000000,614.3011774407256,Ahmedabad,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000001,50.52623034554221,Aizawl,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000002,494.13382020569986,Amaravati,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000003,775.7605268654719,Amritsar,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000004,601.0025851370283,Bengaluru,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000005,485.9358877541873,Bhopal,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000006,472.7852120905379,Brajrajnagar,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000007,583.7624806642233,Chandigarh,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000008,747.4257563312296,Chennai,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000009,594.9142567020441,Coimbatore,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000a,660.2985235599654,Delhi,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000b,469.1226117301727,Ernakulam,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000c,609.4005834208668,Gurugram,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000d,233.86613719611296,Guwahati,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000e,513.5138679158048,Hyderabad,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0000000000000000000f,433.12686063126006,Jaipur,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000010,608.2748187268816,Jorapokhar,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000011,420.0871583325588,Kochi,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000012,483.91669864398955,Kolkata,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000013,840.6108225565191,Lucknow,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000014,626.0280794538726,Mumbai,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000015,752.7691520506634,Patna,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000016,66.85936499239072,Shillong,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000017,573.8294443542195,Talcher,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000018,428.12852236613287,Thiruvananthapuram,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00000000000000000019,504.580379549741,Visakhapatnam,2016-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000000,489.8768873312445,Ahmedabad,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000001,47.08571964544194,Aizawl,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000002,585.1285359413607,Amaravati,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000003,858.0839809900853,Amritsar,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000004,529.7474269031037,Bengaluru,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000005,385.0854221963309,Bhopal,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000006,565.7005014909373,Brajrajnagar,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000007,439.44578250390657,Chandigarh,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000008,545.9131633736203,Chennai,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000009,733.0524700746174,Coimbatore,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000a,799.7030135038451,Delhi,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000b,864.6586313725643,Ernakulam,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000c,756.8413463945275,Gurugram,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000d,227.60534974668386,Guwahati,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000e,523.2738394121664,Hyderabad,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0000000000000000000f,531.2276600448931,Jaipur,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000010,693.0420891612907,Jorapokhar,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000011,866.9532560206236,Kochi,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000012,834.3960290403875,Kolkata,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000013,892.0024056075878,Lucknow,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000014,494.9597409160741,Mumbai,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000015,942.0014353453224,Patna,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000016,58.70103411529759,Shillong,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000017,686.0241341545997,Talcher,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000018,807.4746442924057,Thiruvananthapuram,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00000000000000000019,560.9768319416756,Visakhapatnam,2016-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000000,352.48515396125345,Ahmedabad,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000001,69.56305157634448,Aizawl,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000002,473.63157767353016,Amaravati,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000003,669.7412988219614,Amritsar,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000004,350.49515633144375,Bengaluru,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000005,281.8239089012113,Bhopal,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000006,490.75757744109103,Brajrajnagar,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000007,552.4903473310115,Chandigarh,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000008,534.6907180222188,Chennai,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000009,534.9175389035469,Coimbatore,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000a,688.3193278909497,Delhi,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000b,601.2750475261626,Ernakulam,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000c,535.708249731211,Gurugram,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000d,332.97401188656573,Guwahati,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000e,463.97297637031267,Hyderabad,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0000000000000000000f,358.6982026162053,Jaipur,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000010,636.7575233043738,Jorapokhar,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000011,600.5206073757898,Kochi,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000012,830.622697656095,Kolkata,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000013,1055.5551827371546,Lucknow,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000014,380.92623924093016,Mumbai,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000015,1104.6310683558695,Patna,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000016,82.52660809223542,Shillong,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000017,562.4331375545532,Talcher,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000018,455.4715836134661,Thiruvananthapuram,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00000000000000000019,533.5050963668248,Visakhapatnam,2016-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000000,533.7705128789677,Ahmedabad,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000001,110.50217029312887,Aizawl,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000002,592.3390275035474,Amaravati,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000003,533.7997158573189,Amritsar,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000004,452.2112106127682,Bengaluru,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000005,484.6638362581185,Bhopal,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000006,524.4430087076466,Brajrajnagar,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000007,349.1272321030237,Chandigarh,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000008,509.08508223080094,Chennai,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000009,576.0744214617246,Coimbatore,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000a,668.9770257497306,Delhi,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000b,536.6425826292617,Ernakulam,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000c,715.5818784852065,Gurugram,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000d,480.4737757204934,Guwahati,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000e,579.2087386104665,Hyderabad,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000000f,512.4440248391279,Jaipur,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000010,601.634424598346,Jorapokhar,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000011,505.062128294265,Kochi,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000012,730.6967109982432,Kolkata,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000013,710.9921423504084,Lucknow,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000014,475.3531928589602,Mumbai,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000015,733.9434822851241,Patna,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000016,118.50326290632785,Shillong,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000017,683.5752846578648,Talcher,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000018,478.0049682836585,Thiruvananthapuram,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000019,565.4958063846988,Visakhapatnam,2017-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000000,399.1094829467772,Ahmedabad,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000001,217.73750948994663,Aizawl,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000002,547.8715741671543,Amaravati,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000003,386.0703022164996,Amritsar,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000004,419.96728187158897,Bengaluru,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000005,385.8283764937148,Bhopal,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000006,448.1478496564046,Brajrajnagar,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000007,305.03892484718705,Chandigarh,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000008,493.5287733687933,Chennai,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000009,524.1548119664384,Coimbatore,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000a,358.96957710269766,Delhi,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000b,531.9857107409592,Ernakulam,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000c,331.0875857432723,Gurugram,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000d,691.7609592983143,Guwahati,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000e,489.71320602163223,Hyderabad,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000f,367.8168810981222,Jaipur,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000010,614.2339862781319,Jorapokhar,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000011,524.319612756997,Kochi,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000012,811.419529552575,Kolkata,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000013,635.6876904403117,Lucknow,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000014,405.7083290247312,Mumbai,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000015,580.8574122968308,Patna,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000016,196.54325967730855,Shillong,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000017,584.8486398208612,Talcher,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000018,491.88908306434257,Thiruvananthapuram,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000019,648.20670867678,Visakhapatnam,2017-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000000,468.24132815661693,Ahmedabad,2017-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000001,313.6055491061904,Aizawl,2017-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
